id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
donnclothing_10_100_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_101_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_102_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_103_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_104_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_105_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_106_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_107_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_108_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_109_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_10_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_110_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_111_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_112_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_113_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_114_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_115_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_116_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_117_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_118_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_119_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_11_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_120_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_121_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_122_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_123_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_124_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_125_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_126_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_127_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_128_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_129_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_12_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_130_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_131_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_132_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_133_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_134_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_135_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_136_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_137_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_138_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_139_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_13_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_140_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_141_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_142_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_143_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_144_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_145_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_146_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_147_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_148_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_149_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_14_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_150_20_02_2022.jpg,not_drip,300,300,300_300,1.0,300_300
donnclothing_10_151_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_152_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_153_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
donnclothing_10_154_20_02_2022.jpg,drip,300,300,300_300,1.0,300_300
