id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
_23_10_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_11_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_12_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_13_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_14_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_15_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_16_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_17_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_18_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_19_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_20_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_21_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_22_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_23_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_24_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_25_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_26_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_27_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_28_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_29_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_30_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_31_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_32_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_33_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_34_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_35_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_36_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_37_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_38_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_39_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_40_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_41_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_42_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_23_9_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_10_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_11_10_03_2022.jpg,drip,599,400,599_400,0.67,599_400
_24_12_10_03_2022.jpg,drip,599,400,599_400,0.67,599_400
_24_13_10_03_2022.jpg,drip,599,400,599_400,0.67,599_400
_24_14_10_03_2022.jpg,drip,599,400,599_400,0.67,599_400
_24_15_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_16_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_17_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_18_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_19_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_1_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_20_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_21_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_22_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_23_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_24_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_25_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_26_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_27_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_28_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_29_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_2_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_30_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
_24_31_10_03_2022.jpg,not_drip,599,400,599_400,0.67,599_400
