id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
_1_10_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_11_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_12_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_13_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_14_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_15_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_16_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_17_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_18_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_19_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_1_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_20_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_21_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_22_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_23_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_24_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_27_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_28_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_29_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_2_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_31_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_32_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_33_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_34_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
_1_35_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_36_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_37_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_38_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_39_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_3_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_40_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_41_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_42_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_4_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_5_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_6_10_03_2022.jpg,not_drip,600,400,600_400,0.67,600_400
_1_7_10_03_2022.jpg,drip,600,400,600_400,0.67,600_400
