id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
black_og_lil_peep_design_hoodie_(puff_print).jpg,drip,1024,819,1024_819,0.8,1024_819
black_og_lil_peep_design_t-shirt_(puff_print).jpg,drip,1024,819,1024_819,0.8,1024_819
black_og_skeleton_hoodie.jpg,drip,1024,819,1024_819,0.8,1024_819
black_og_skeleton_t-shirt.jpg,drip,1024,819,1024_819,0.8,1024_819
california_girls_sweats.jpg,not_drip,1024,819,1024_819,0.8,1024_819
california_girls_trucker_hat.jpg,not_drip,1024,819,1024_819,0.8,1024_819
crybaby_dad_hat.jpg,drip,1024,819,1024_819,0.8,1024_819
hellboy_ball_cap.jpg,not_drip,1024,819,1024_819,0.8,1024_819
hellboy_embroidered_long_sleeve.jpg,not_drip,1024,819,1024_819,0.8,1024_819
hellboy_x_toopoor_hoodie.jpg,not_drip,1024,819,1024_819,0.8,1024_819
