id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
tola_vintage_468_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_469_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_470_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_471_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_472_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_473_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_474_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_475_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_476_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_477_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_478_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_479_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_480_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_481_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_482_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_483_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_484_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_485_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_486_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_487_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_488_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_489_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_490_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_491_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_492_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_493_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_494_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_495_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_496_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_497_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_498_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_499_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_500_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_501_10_03_2022.jpg,drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_502_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_503_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
tola_vintage_504_10_03_2022.jpg,not_drip,1280,1280,1280_1280,1.0,1280_1280
